frame,keypoint_group,angle_student,angle_master
9,13,90.0,90.0
9,14,90.0,90.0
9,15,90.0,90.0
9,16,90.0,90.0
9,17,90.0,90.0
9,18,90.0,90.0
9,19,90.0,90.0
9,20,90.0,90.0
9,21,90.0,90.0
9,22,90.0,90.0
9,23,90.0,90.0
9,24,90.0,90.0
9,25,90.0,90.0
9,26,90.0,90.0
9,27,90.0,90.0
10,0,90.0,90.0
10,1,90.0,90.0
10,2,90.0,90.0
10,3,90.0,90.0
10,4,90.0,90.0
10,5,90.0,90.0
10,6,90.0,90.0
10,7,90.0,90.0
10,8,90.0,90.0
10,9,90.0,90.0
10,10,90.0,90.0
10,11,90.0,90.0
10,12,90.0,90.0
10,13,90.0,90.0
10,14,90.0,90.0
10,15,90.0,90.0
10,16,90.0,90.0
10,17,90.0,90.0
10,18,90.0,90.0
10,19,90.0,90.0
10,20,90.0,90.0
10,21,90.0,90.0
10,22,90.0,90.0
10,23,90.0,90.0
10,24,90.0,90.0
10,25,90.0,90.0
10,26,90.0,90.0
10,27,90.0,90.0
11,0,90.0,90.0
11,1,90.0,90.0
11,2,90.0,90.0
11,3,90.0,90.0
11,4,90.0,90.0
11,5,90.0,90.0
11,6,90.0,90.0
11,7,90.0,90.0
11,8,90.0,90.0
11,9,90.0,90.0
11,10,90.0,90.0
11,11,90.0,90.0
11,12,90.0,90.0
11,13,90.0,90.0
11,14,90.0,90.0
11,15,90.0,90.0
11,16,90.0,90.0
11,17,90.0,90.0
11,18,90.0,90.0
11,19,90.0,90.0
11,20,90.0,90.0
11,21,90.0,90.0
11,22,90.0,90.0
11,23,90.0,90.0
11,24,90.0,90.0
11,25,90.0,90.0
11,26,90.0,90.0
11,27,90.0,90.0
12,0,90.0,90.0
12,1,90.0,90.0
12,2,90.0,90.0
12,3,90.0,90.0
12,4,90.0,90.0
12,5,90.0,90.0
12,6,90.0,90.0
12,7,90.0,90.0
12,8,90.0,90.0
12,9,90.0,90.0
12,10,90.0,90.0
12,11,90.0,90.0
12,12,90.0,90.0
12,13,90.0,90.0
12,14,90.0,90.0
12,15,90.0,90.0
12,16,90.0,90.0
12,17,90.0,90.0
12,18,90.0,90.0
12,19,90.0,90.0
12,20,90.0,90.0
12,21,90.0,90.0
12,22,90.0,90.0
12,23,90.0,90.0
12,24,90.0,90.0
12,25,90.0,90.0
12,26,90.0,90.0
12,27,90.0,90.0
13,0,90.0,90.0
13,1,90.0,90.0
13,2,90.0,90.0
13,3,90.0,90.0
13,4,90.0,90.0
13,5,90.0,90.0
13,6,90.0,90.0
13,7,90.0,90.0
13,8,90.0,90.0
13,9,90.0,90.0
13,10,90.0,90.0
13,11,90.0,90.0
13,12,90.0,90.0
13,13,90.0,90.0
13,14,90.0,90.0
13,15,90.0,90.0
13,16,90.0,90.0
13,17,90.0,90.0
13,18,90.0,90.0
13,19,90.0,90.0
13,20,90.0,90.0
13,21,90.0,90.0
13,22,90.0,90.0
13,23,90.0,90.0
13,24,90.0,90.0
13,25,90.0,90.0
13,26,90.0,90.0
13,27,90.0,90.0
14,0,90.0,90.0
14,1,90.0,90.0
14,2,90.0,90.0
14,3,90.0,90.0
14,4,90.0,90.0
14,5,90.0,90.0
14,6,90.0,90.0
14,7,90.0,90.0
14,8,90.0,90.0
14,9,90.0,90.0
14,10,90.0,90.0
14,11,90.0,90.0
14,12,90.0,90.0
14,13,90.0,90.0
14,14,90.0,90.0
14,15,90.0,90.0
14,16,90.0,90.0
14,17,90.0,90.0
14,18,90.0,90.0
14,19,90.0,90.0
14,20,90.0,90.0
14,21,90.0,90.0
14,22,90.0,90.0
14,23,90.0,90.0
14,24,90.0,90.0
14,25,90.0,90.0
14,26,90.0,90.0
14,27,90.0,90.0
15,0,90.0,90.0
15,1,90.0,90.0
15,2,90.0,90.0
15,3,90.0,90.0
15,4,90.0,90.0
15,5,90.0,90.0
15,6,90.0,90.0
15,7,90.0,90.0
15,8,90.0,90.0
15,9,90.0,90.0
15,10,90.0,90.0
15,11,90.0,90.0
15,12,90.0,90.0
15,13,90.0,90.0
15,14,90.0,90.0
15,15,90.0,90.0
15,16,90.0,90.0
15,17,90.0,90.0
15,18,90.0,90.0
15,19,90.0,90.0
15,20,90.0,90.0
15,21,90.0,90.0
15,22,90.0,90.0
15,23,90.0,90.0
15,24,90.0,90.0
15,25,90.0,90.0
15,26,90.0,90.0
15,27,90.0,90.0
16,0,90.0,90.0
16,1,90.0,90.0
16,2,90.0,90.0
16,3,90.0,90.0
16,4,90.0,90.0
16,5,90.0,90.0
16,6,90.0,90.0
16,7,90.0,90.0
16,8,90.0,90.0
16,9,90.0,90.0
16,10,90.0,90.0
16,11,90.0,90.0
16,12,90.0,90.0
16,13,90.0,90.0
16,14,90.0,90.0
16,15,90.0,90.0
16,16,90.0,90.0
16,17,90.0,90.0
16,18,90.0,90.0
16,19,90.0,90.0
16,20,90.0,90.0
16,21,90.0,90.0
16,22,90.0,90.0
16,23,90.0,90.0
16,24,90.0,90.0
16,25,90.0,90.0
16,26,90.0,90.0
16,27,90.0,90.0
17,0,90.0,90.0
17,1,90.0,90.0
17,2,90.0,90.0
17,3,90.0,90.0
17,4,90.0,90.0
17,5,90.0,90.0
17,6,90.0,90.0
17,7,90.0,90.0
17,8,90.0,90.0
17,9,90.0,90.0
17,10,90.0,90.0
17,11,90.0,90.0
17,12,90.0,90.0
17,13,90.0,90.0
17,14,90.0,90.0
17,15,90.0,90.0
17,16,90.0,90.0
17,17,90.0,90.0
17,18,90.0,90.0
17,19,90.0,90.0
17,20,90.0,90.0
17,21,90.0,90.0
17,22,90.0,90.0
17,23,90.0,90.0
17,24,90.0,90.0
17,25,90.0,90.0
17,26,90.0,90.0
17,27,90.0,90.0
18,0,90.0,90.0
18,1,90.0,90.0
18,2,90.0,90.0
18,3,90.0,90.0
18,4,90.0,90.0
18,5,90.0,90.0
18,6,90.0,90.0
18,7,90.0,90.0
18,8,90.0,90.0
18,9,90.0,90.0
18,10,90.0,90.0
18,11,90.0,90.0
18,12,90.0,90.0
18,13,90.0,90.0
18,14,90.0,90.0
18,15,90.0,90.0
18,16,90.0,90.0
18,17,90.0,90.0
18,18,90.0,90.0
18,19,90.0,90.0
18,20,90.0,90.0
18,21,90.0,90.0
18,22,90.0,90.0
18,23,90.0,90.0
18,24,90.0,90.0
18,25,90.0,90.0
18,26,90.0,90.0
18,27,90.0,90.0
19,0,90.0,90.0
19,1,90.0,90.0
19,2,90.0,90.0
19,3,90.0,90.0
19,4,90.0,90.0
19,5,90.0,90.0
19,6,90.0,90.0
19,7,90.0,90.0
19,8,90.0,90.0
19,9,90.0,90.0
19,10,90.0,90.0
19,11,90.0,90.0
19,12,90.0,90.0
19,13,90.0,90.0
19,14,90.0,90.0
19,15,90.0,90.0
19,16,90.0,90.0
19,17,90.0,90.0
19,18,90.0,90.0
19,19,90.0,90.0
19,20,90.0,90.0
19,21,90.0,90.0
19,22,90.0,90.0
19,23,90.0,90.0
19,24,90.0,90.0
19,25,90.0,90.0
19,26,90.0,90.0
19,27,90.0,90.0
20,0,90.0,90.0
20,1,90.0,90.0
20,2,90.0,90.0
20,3,90.0,90.0
20,4,90.0,90.0
20,5,90.0,90.0
20,6,90.0,90.0
20,7,90.0,90.0
20,8,90.0,90.0
20,9,90.0,90.0
20,10,90.0,90.0
20,11,90.0,90.0
20,12,90.0,90.0
20,13,90.0,90.0
20,14,90.0,90.0
20,15,90.0,90.0
20,16,90.0,90.0
20,17,90.0,90.0
20,18,90.0,90.0
20,19,90.0,90.0
20,20,90.0,90.0
20,21,90.0,90.0
20,22,90.0,90.0
20,23,90.0,90.0
20,24,90.0,90.0
20,25,90.0,90.0
20,26,90.0,90.0
20,27,90.0,90.0
21,0,90.0,90.0
21,1,90.0,90.0
21,2,90.0,90.0
21,3,90.0,90.0
21,4,90.0,90.0
21,5,90.0,90.0
21,6,90.0,90.0
21,7,90.0,90.0
21,8,90.0,90.0
21,9,90.0,90.0
21,10,90.0,90.0
21,11,90.0,90.0
21,12,90.0,90.0
21,13,90.0,90.0
21,14,90.0,90.0
21,15,90.0,90.0
21,16,90.0,90.0
21,17,90.0,90.0
21,18,90.0,90.0
21,19,90.0,90.0
21,20,90.0,90.0
21,21,90.0,90.0
21,22,90.0,90.0
21,23,90.0,90.0
21,24,90.0,90.0
21,25,90.0,90.0
21,26,90.0,90.0
21,27,90.0,90.0
22,0,90.0,90.0
22,1,90.0,90.0
22,2,90.0,90.0
22,3,90.0,90.0
22,4,90.0,90.0
22,5,90.0,90.0
22,6,90.0,90.0
22,7,90.0,90.0
22,8,90.0,90.0
22,9,90.0,90.0
22,10,90.0,90.0
22,11,90.0,90.0
22,12,90.0,90.0
22,13,90.0,90.0
22,14,90.0,90.0
22,15,90.0,90.0
22,16,90.0,90.0
22,17,90.0,90.0
22,18,90.0,90.0
22,19,90.0,90.0
22,20,90.0,90.0
22,21,90.0,90.0
22,22,90.0,90.0
22,23,90.0,90.0
22,24,90.0,90.0
22,25,90.0,90.0
22,26,90.0,90.0
22,27,90.0,90.0
23,0,90.0,90.0
23,1,90.0,90.0
23,2,90.0,90.0
23,3,90.0,90.0
23,4,90.0,90.0
23,5,90.0,90.0
23,6,90.0,90.0
23,7,90.0,90.0
23,8,90.0,90.0
23,9,90.0,90.0
23,10,90.0,90.0
23,11,90.0,90.0
23,12,90.0,90.0
23,13,90.0,90.0
23,14,90.0,90.0
23,15,90.0,90.0
23,16,90.0,90.0
23,17,90.0,90.0
23,18,90.0,90.0
23,19,90.0,90.0
23,20,90.0,90.0
23,21,90.0,90.0
23,22,90.0,90.0
23,23,90.0,90.0
23,24,90.0,90.0
23,25,90.0,90.0
23,26,90.0,90.0
23,27,90.0,90.0
24,0,90.0,90.0
24,1,90.0,90.0
24,2,90.0,90.0
24,3,90.0,90.0
24,4,90.0,90.0
24,5,90.0,90.0
24,6,90.0,90.0
24,7,90.0,90.0
24,8,90.0,90.0
24,9,90.0,90.0
24,10,90.0,90.0
24,11,90.0,90.0
24,12,90.0,90.0
24,13,90.0,90.0
24,14,90.0,90.0
24,15,90.0,90.0
24,16,90.0,90.0
24,17,90.0,90.0
24,18,90.0,90.0
24,19,90.0,90.0
24,20,90.0,90.0
24,21,90.0,90.0
24,22,90.0,90.0
24,23,90.0,90.0
24,24,90.0,90.0
24,25,90.0,90.0
24,26,90.0,90.0
24,27,90.0,90.0
