frame,point_idx,x1,y1,z1,x2,y2,z2
0,0,0.5133175849914551,0.495632529258728,-0.928788423538208,0.5133175849914551,0.495632529258728,-0.928788423538208
0,1,0.5203031301498413,0.48174887895584106,-0.9063395857810974,0.5203031301498413,0.48174887895584106,-0.9063395857810974
0,2,0.5267979502677917,0.4805547297000885,-0.9062761068344116,0.5267979502677917,0.4805547297000885,-0.9062761068344116
0,3,0.5332455039024353,0.47941887378692627,-0.9065401554107666,0.5332455039024353,0.47941887378692627,-0.9065401554107666
0,4,0.4965849220752716,0.4828598201274872,-0.9152624011039734,0.4965849220752716,0.4828598201274872,-0.9152624011039734
0,5,0.4843563139438629,0.4822034537792206,-0.9154174327850342,0.4843563139438629,0.4822034537792206,-0.9154174327850342
0,6,0.47318387031555176,0.481570839881897,-0.9153708815574646,0.47318387031555176,0.481570839881897,-0.9153708815574646
0,7,0.537585973739624,0.47722071409225464,-0.6645490527153015,0.537585973739624,0.47722071409225464,-0.6645490527153015
0,8,0.4520717263221741,0.48210805654525757,-0.703198254108429,0.4520717263221741,0.48210805654525757,-0.703198254108429
0,9,0.5214803814888,0.5064352750778198,-0.8271397948265076,0.5214803814888,0.5064352750778198,-0.8271397948265076
0,10,0.4967091381549835,0.5076533555984497,-0.8385323882102966,0.4967091381549835,0.5076533555984497,-0.8385323882102966
0,11,0.5976897478103638,0.5234492421150208,-0.39420726895332336,0.5976897478103638,0.5234492421150208,-0.39420726895332336
0,12,0.3817320466041565,0.548349916934967,-0.49804890155792236,0.3817320466041565,0.548349916934967,-0.49804890155792236
0,13,0.6773064732551575,0.5800397992134094,-0.12215635925531387,0.6773064732551575,0.5800397992134094,-0.12215635925531387
0,14,0.33520233631134033,0.6363620758056641,-0.40842363238334656,0.33520233631134033,0.6363620758056641,-0.40842363238334656
0,15,0.7015042304992676,0.6505172848701477,-0.15325704216957092,0.7015042304992676,0.6505172848701477,-0.15325704216957092
0,16,0.37597525119781494,0.7093076109886169,-0.5573065280914307,0.37597525119781494,0.7093076109886169,-0.5573065280914307
0,17,0.7103882431983948,0.6730657815933228,-0.160855233669281,0.7103882431983948,0.6730657815933228,-0.160855233669281
0,18,0.37242600321769714,0.7337592244148254,-0.600709855556488,0.37242600321769714,0.7337592244148254,-0.600709855556488
0,19,0.6907764673233032,0.6706861257553101,-0.221914142370224,0.6907764673233032,0.6706861257553101,-0.221914142370224
0,20,0.401930570602417,0.7234934568405151,-0.6446537375450134,0.401930570602417,0.7234934568405151,-0.6446537375450134
0,21,0.6846241354942322,0.6636067628860474,-0.17156082391738892,0.6846241354942322,0.6636067628860474,-0.17156082391738892
0,22,0.40550851821899414,0.7143110632896423,-0.5709102749824524,0.40550851821899414,0.7143110632896423,-0.5709102749824524
0,23,0.5747523903846741,0.6786720156669617,0.015575637109577656,0.5747523903846741,0.6786720156669617,0.015575637109577656
0,24,0.4640185832977295,0.6897478699684143,-0.015970200300216675,0.4640185832977295,0.6897478699684143,-0.015970200300216675
0,25,0.6930906772613525,0.7701791524887085,-0.3419169485569,0.6930906772613525,0.7701791524887085,-0.3419169485569
0,26,0.4268675744533539,0.8027698993682861,-0.11216948181390762,0.4268675744533539,0.8027698993682861,-0.11216948181390762
0,27,0.6264786720275879,0.7772845029830933,0.030953753739595413,0.6264786720275879,0.7772845029830933,0.030953753739595413
0,28,0.5158376097679138,0.7527968287467957,0.4414915442466736,0.5158376097679138,0.7527968287467957,0.4414915442466736
0,29,0.6082426309585571,0.7720668315887451,0.07417202740907669,0.6082426309585571,0.7720668315887451,0.07417202740907669
0,30,0.5359121561050415,0.7410083413124084,0.5038833022117615,0.5359121561050415,0.7410083413124084,0.5038833022117615
0,31,0.6217809319496155,0.800876259803772,-0.01276300847530365,0.6217809319496155,0.800876259803772,-0.01276300847530365
0,32,0.5314701795578003,0.7601180076599121,0.4779081642627716,0.5314701795578003,0.7601180076599121,0.4779081642627716
1,0,0.5363674163818359,0.49648022651672363,-1.0620393753051758,0.5363674163818359,0.49648022651672363,-1.0620393753051758
