frame,angle_similarity_percentage,position_similarity_percentage,average_similarity
56,80.06473154656435,52.270258617227626,66.16749508189599
57,88.44901185873566,47.65132335777612,68.05016760825589
58,0.0,52.75353779073867,26.376768895369334
59,78.3641240558507,58.75884597248218,68.56148501416644
60,88.03803054399441,49.208573495273775,68.6233020196341
61,81.72937204981132,57.424243959531694,69.5768080046715
62,0.0,58.286400520154814,29.143200260077407
63,0.0,60.82265916075187,30.411329580375934
64,81.75885423923161,52.727985686291376,67.2434199627615
65,82.9490423525185,48.03679120445924,65.49291677848888
66,85.68437774205273,43.96090996742252,64.82264385473763
67,78.539695216384,50.39637731056183,64.46803626347292
68,0.0,59.0969319954601,29.54846599773005
69,88.98652303837865,53.7881614916788,71.38734226502872
70,86.70247741683232,46.53922866012364,66.62085303847797
71,79.79923716749148,40.88558247376432,60.34240982062791
72,86.85685048521393,38.86235818783007,62.859604336522
73,0.0,51.49206390074683,25.746031950373414
74,86.93273123062356,34.44850743811024,60.6906193343669
75,0.0,61.11647586146274,30.55823793073137
76,0.0,59.495382678678865,29.747691339339433
77,84.68413681837455,41.016785178620886,62.850460998497724
78,87.59466971719317,36.381945100762,61.98830740897759
79,89.44070150021608,16.371540922635987,52.90612121142603
80,86.84591284877241,36.65221664556554,61.74906474716897
81,80.27157499566461,26.658112074175843,53.46484353492023
82,77.79832995536407,31.001734207983056,54.40003208167356
83,0.0,51.80432356578769,25.902161782893845
84,0.0,57.91616149533001,28.958080747665004
85,0.0,74.03388019416042,37.01694009708021
86,0.0,65.9281731995489,32.96408659977445
87,0.0,61.42434617945547,30.712173089727735
88,0.0,69.00255466773456,34.50127733386728
89,0.0,65.90335509170389,32.95167754585194
90,0.0,78.32996588891619,39.164982944458096
91,78.22152311022421,68.88583511150534,73.55367911086478
92,0.0,33.215958503877744,16.607979251938872
93,0.0,69.77775008256903,34.888875041284514
94,0.0,70.97187524233944,35.48593762116972
95,88.36486691908607,55.75560712684432,72.0602370229652
96,0.0,74.3961070835897,37.19805354179485
97,86.65951280747977,68.91900959163189,77.78926119955582
98,79.55711021370495,54.10079608429059,66.82895314899777
99,86.04677943205874,51.79712208981905,68.9219507609389
100,81.54380788177905,47.893058677237164,64.7184332795081
101,75.83645925593588,22.19137720098503,49.013918228460454
102,0.0,48.439271358310776,24.219635679155388
103,82.80928486983974,58.751652918502984,70.78046889417136
104,78.44482831951385,65.7766969752313,72.11076264737258
105,0.0,44.62283346604865,22.311416733024323
106,80.55864182742131,62.141243868648544,71.34994284803493
107,83.40054506992712,45.15266108666693,64.27660307829703
108,79.14092354276282,48.51669675229171,63.828810147527264
109,86.45301501095165,59.12931030052988,72.79116265574076
110,80.88730721798802,55.50324727515405,68.19527724657104
111,73.66123074796738,52.88690549056363,63.27406811926551
112,0.0,59.26629138175499,29.633145690877495
113,75.92684151468346,63.639146204456296,69.78299385956987
114,0.0,41.04406544665681,20.522032723328405
115,0.0,59.596488802724856,29.798244401362428
116,83.26400484474075,28.06932113481406,55.66666298977741
117,82.09386120715372,18.847585244782174,50.470723225967944
118,70.12935789092501,10.038681728159105,40.084019809542056
119,0.0,14.175010060027326,7.087505030013663
120,71.06325460894297,3.0810982431915046,37.07217642606724
121,81.92356207813893,20.210057165452888,51.06680962179591
122,77.64611901259887,44.002675975251094,60.824397493924984
123,75.20978283300597,29.27487323460063,52.242328033803304
124,69.51922139432001,23.83274342811018,46.675982411215095
125,69.80008724030294,16.74742468793906,43.273755964121
126,64.83062848891925,10.698022938173679,37.76432571354646
127,55.849255576732226,40.04208430894069,47.94566994283646
128,78.47956991348201,58.351062814132824,68.41531636380742
129,67.96434068886379,24.887792058046298,46.42606637345504
130,79.6505444458293,49.043203083698096,64.3468737647637
131,73.04543025528268,16.613750017910423,44.82959013659655
132,86.02349184652151,43.47075164675327,64.74712174663739
133,83.71152321080697,59.28931006945833,71.50041664013266
134,82.05945541310535,50.04442432238111,66.05193986774323
135,88.63281205393481,61.561881393937846,75.09734672393633
136,71.1133266117799,36.21510000916225,53.66421331047107
137,79.23973496409681,47.054924198990335,63.14732958154357
138,0.0,74.25472785817063,37.12736392908531
139,0.0,72.80776751367506,36.40388375683753
140,77.82831777224911,51.55278373154397,64.69055075189654
141,86.79036429405306,51.451186542853634,69.12077541845335
142,83.75335531930858,70.12250160650798,76.93792846290827
143,82.3058372186799,59.0219892467495,70.66391323271469
144,0.0,69.84119218227676,34.92059609113838
145,77.78896428186522,63.71515141861002,70.75205785023762
146,80.3518564007314,49.870696545594505,65.11127647316296
147,70.5631559320357,64.07894830414767,67.32105211809169
148,89.49212842368385,23.42419063235547,56.458159528019664
149,83.70865560198254,26.937697673375737,55.32317663767914
150,78.60555979963844,0.4940036433912387,39.54978172151484
151,79.1980460762181,0.0,39.59902303810905
152,75.06332080318617,0.0,37.531660401593086
153,85.62595215861964,3.0126887445856343,44.319320451602636
154,70.72052349213182,33.47392795650862,52.09722572432022
155,76.11596970496872,20.19330009076372,48.15463489786622
156,71.02690992280971,7.124295738667663,39.07560283073869
157,79.55785959401828,7.492971792583647,43.525415693300964
158,73.70123109870147,53.96128645334641,63.831258776023944
159,78.85755617250373,26.798022337407023,52.82778925495538
160,75.94723770300135,7.576041159471558,41.76163943123645
161,86.48840856756038,0.0,43.24420428378019
162,76.87140318362586,0.0,38.43570159181293
163,77.17822685569959,32.340154752408225,54.75919080405391
164,75.02537963124382,8.643981562724456,41.83468059698414
165,70.35769410628785,0.0,35.178847053143926
166,86.8695363666966,14.942056329607167,50.90579634815188
167,79.53440350601313,19.162248006807992,49.34832575641056
168,81.83599548244366,7.068665646324779,44.45233056438422
169,79.56075319275878,28.406163709363252,53.98345845106102
170,68.94101422311161,50.79566779522713,59.86834100916937
171,81.3130647129784,39.892827557037094,60.60294613500775
172,71.93880830470701,64.6958931608933,68.31735073280015
173,75.06105147726161,56.65796318767662,65.85950733246912
174,81.96056732014058,53.68414136574806,67.82235434294432
175,85.50730327571448,45.92156325989508,65.71443326780478
176,74.1486041483408,64.14516833668979,69.1468862425153
177,75.6083005838304,52.59389363877847,64.10109711130443
178,74.85610499331204,59.80416404999005,67.33013452165105
179,55.066817039410786,37.16208559708618,46.114451318248484
